bench,tray,expect_layer,sorted_Elayer,actural_layer,plots,innoculator,jars,harvest_time,lines,reps,number
2,56,111,1,2,7521,6,16,6,439,13,33
2,72,143,1,2,9676,3,23,8,439,17,19
2,79,157,1,1,10609,2,26,2,439,21,3
1,2,4,2,1,266,1,1,1,440,1,8
1,11,22,2,2,1440,2,9,4,440,4,10
1,15,29,1,2,1950,1,3,3,440,5,14
2,47,94,2,2,6368,2,10,9,440,12,16
2,49,98,2,1,6621,6,12,6,440,13,17
2,59,117,1,2,7948,5,5,9,440,15,20
2,84,167,1,1,11332,3,20,2,440,21,13
1,2,3,1,2,143,1,1,1,442,1,9
1,8,15,1,1,980,2,2,1,442,4,15
1,33,65,1,1,4358,4,7,10,442,5,9
1,39,77,1,1,5206,4,8,11,442,9,13
2,50,100,2,1,6780,6,12,6,442,12,4
1,2,3,1,1,211,1,1,1,444,1,29
1,20,40,2,1,2611,1,9,7,444,6,14
2,46,92,2,2,6209,2,5,9,444,12,12
2,49,98,2,1,6635,6,12,6,444,14,14
2,60,119,1,1,8025,5,18,6,444,16,18
2,80,159,1,1,10799,2,27,3,444,21,19
2,43,85,1,1,5776,4,10,2,445,11,15
2,48,95,1,2,6450,6,10,9,445,13,17
2,54,107,1,1,7266,6,14,6,445,16,13
2,63,125,1,1,8503,2,19,2,445,18,15
1,1,1,1,1,68,1,1,1,446,1,23
1,4,7,1,1,476,1,20,2,446,3,14
1,22,43,1,2,2929,1,5,8,446,7,14
1,27,53,1,1,3564,4,6,2,446,8,18
1,38,76,2,2,5129,4,8,8,446,11,8
2,60,119,1,1,8036,5,18,6,446,15,21
2,62,123,1,2,8311,5,19,2,446,17,22
1,2,4,2,2,232,1,1,1,448,1,16
1,6,12,2,1,774,1,1,3,448,2,2
1,16,32,2,1,2175,2,3,3,448,5,3
1,27,53,1,1,3601,4,6,2,448,7,13
1,39,77,1,1,5204,4,8,11,448,9,9
1,40,79,1,2,5316,4,9,5,448,10,13
2,49,97,1,2,6600,6,12,6,448,13,19
2,70,139,1,2,9416,3,22,3,448,16,4
2,71,142,2,1,9601,3,22,3,448,17,4
2,72,144,2,1,9762,3,23,8,448,18,2
1,2,3,1,1,176,1,1,1,449,2,14
1,6,11,1,2,705,1,1,3,449,3,13
1,15,29,1,1,1949,1,3,3,449,6,17
1,17,34,2,1,2289,1,9,4,449,7,18
2,76,151,1,1,10230,3,24,3,449,18,3
2,82,163,1,2,11018,3,27,3,449,21,20
1,1,2,2,2,109,1,1,1,451,1,8
1,8,15,1,2,975,2,2,1,451,2,9
1,14,27,1,1,1819,1,3,3,451,3,13
1,28,56,2,2,3753,1,6,2,451,7,8
1,30,60,2,1,4079,5,7,5,451,8,8
1,32,64,2,2,4299,2,7,10,451,9,9
1,38,75,1,1,5075,4,8,8,451,10,5
2,46,92,2,1,6236,2,5,9,451,11,22
2,65,130,2,1,8804,3,19,2,451,15,11
2,78,156,2,2,10562,2,26,2,451,17,6
2,79,158,2,1,10719,2,26,2,451,18,4
2,81,161,1,1,10887,3,27,3,451,19,13
2,82,163,1,2,11020,3,27,3,451,20,12
1,1,1,1,1,5,1,1,1,452,1,20
1,6,11,1,1,746,1,1,3,452,2,11
1,38,76,2,1,5167,4,8,8,452,9,5
1,42,83,1,2,5635,4,20,2,452,10,6
2,52,103,1,2,6967,6,13,6,452,13,14
2,55,109,1,1,7405,6,15,5,452,14,14
2,69,137,1,1,9294,3,14,13,452,16,11
2,72,143,1,2,9722,3,23,8,452,17,6
2,73,145,1,2,9823,3,23,8,452,18,6
2,77,154,2,1,10417,2,24,3,452,20,1
1,36,72,2,1,20105,4,8,8,452,30,5
1,2,4,2,2,213,1,1,1,453,1,4
1,8,15,1,2,959,2,2,1,453,3,10
1,13,25,1,1,1687,2,3,5,453,4,17
1,18,35,1,2,2341,2,4,6,453,5,20
1,22,44,2,1,2951,1,5,8,453,7,10
1,23,45,1,1,3067,1,5,8,453,8,17
1,27,54,2,1,3639,4,6,2,453,10,5
2,66,132,2,1,8969,3,21,6,453,15,2
2,72,143,1,1,9710,3,23,8,453,18,11
2,78,155,1,1,10520,2,26,2,453,19,9
1,17,34,2,1,2267,1,9,4,454,2,14
1,27,54,2,1,3613,4,6,2,454,4,11
1,33,66,2,1,4461,4,7,10,454,8,4
1,34,67,1,2,4491,4,7,10,454,9,13
1,40,79,1,2,5323,4,9,5,454,11,14
2,43,85,1,2,5775,4,10,2,454,12,7
2,53,105,1,1,7135,6,14,6,454,13,12
2,54,107,1,2,7258,6,14,6,454,14,10
2,57,113,1,1,7624,6,7,12,454,15,9
2,62,123,1,1,8306,5,19,2,454,16,10
2,65,130,2,2,8795,3,19,2,454,18,5
2,79,157,1,1,10681,2,26,2,454,20,29
2,80,160,2,2,10839,2,27,3,454,21,2
1,2,4,2,2,246,1,1,1,455,1,20
1,4,7,1,1,426,1,20,2,455,3,5
1,8,15,1,1,963,2,2,1,455,4,36
1,10,19,1,2,1257,1,2,3,455,5,2
1,15,30,2,2,2002,1,3,3,455,6,7
1,24,47,1,2,3198,3,5,8,455,9,7
1,39,78,2,2,5283,4,8,11,455,11,7
2,46,92,2,1,6228,2,5,9,455,12,22
2,49,98,2,2,6644,6,12,6,455,13,14
2,54,108,2,2,7338,6,14,6,455,14,15
2,62,123,1,2,8329,5,19,2,455,15,7
2,67,133,1,1,9018,3,21,6,455,16,22
2,75,150,2,1,10191,3,24,3,455,18,22
2,78,156,2,2,10563,2,26,2,455,20,2
1,2,4,2,1,261,1,1,1,456,1,15
1,3,6,2,2,360,1,1,1,456,2,3
1,11,21,1,1,1388,2,9,4,456,4,19
1,15,30,2,2,2007,1,3,3,456,5,8
1,25,50,2,2,3389,4,3,9,456,6,8
1,27,53,1,2,3561,4,6,2,456,7,12
1,31,62,2,2,4194,4,3,9,456,9,13
2,44,88,2,2,5958,4,10,2,456,11,23
2,59,118,2,2,8015,5,5,9,456,16,4
2,81,162,2,1,11002,3,27,3,456,20,1
1,4,8,2,2,522,1,20,2,457,2,3
1,19,37,1,1,2483,2,4,6,457,7,13
2,44,87,1,2,5863,4,10,2,457,12,10
2,77,153,1,1,10401,2,24,3,457,19,5
1,36,72,2,1,20106,4,8,8,457,30,7
1,1,2,2,1,85,1,1,1,458,1,7
1,2,3,1,1,160,1,1,1,458,2,16
1,7,13,1,2,881,1,2,1,458,4,1
1,30,59,1,2,3970,5,7,5,458,8,11
1,33,65,1,1,4387,4,7,10,458,9,11
1,38,76,2,1,5123,4,8,8,458,10,10
2,45,89,1,1,6031,2,5,9,458,11,10
2,54,108,2,1,7288,6,14,6,458,13,14
2,57,114,2,1,7634,6,7,12,458,14,15
2,58,115,1,2,7780,5,17,6,458,15,6
2,69,138,2,2,9380,3,14,13,458,18,8
2,73,146,2,1,9884,3,23,8,458,20,3
1,13,25,1,2,1645,2,3,5,459,4,2
1,16,31,1,2,2091,2,3,3,459,5,11
1,19,37,1,1,2458,2,4,6,459,6,11
1,21,42,2,2,2848,1,9,7,459,7,5
1,22,44,2,2,2962,1,5,8,459,8,17
1,40,80,2,2,5414,4,9,5,459,9,10
1,42,84,2,1,5669,4,20,2,459,10,8
2,57,114,2,2,7748,6,7,12,459,14,11
1,5,9,1,1,548,1,1,3,460,2,21
1,13,25,1,1,1704,2,3,5,460,4,2
1,31,61,1,1,4145,4,3,9,460,8,10
1,35,70,2,1,4734,4,7,10,460,9,9
1,38,75,1,1,5078,4,8,8,460,10,20
2,43,86,2,2,5817,4,10,2,460,12,16
2,48,96,2,1,6486,6,10,9,460,13,6
2,52,103,1,1,6986,6,13,6,460,14,18
2,54,107,1,1,7246,6,14,6,460,15,21
2,60,120,2,1,8070,5,18,6,460,16,6
2,68,135,1,1,9140,3,22,5,460,18,6
2,81,161,1,1,10916,3,27,3,460,21,11
1,1,1,1,2,33,1,1,1,461,1,27
1,5,10,2,1,656,1,1,3,461,2,10
1,7,13,1,1,860,1,2,1,461,3,9
1,8,15,1,2,969,2,2,1,461,4,39
1,9,17,1,2,1139,1,2,3,461,5,29
1,25,49,1,1,3288,4,3,9,461,9,13
1,35,69,1,2,4659,4,7,10,461,11,8
2,54,108,2,1,7343,6,14,6,461,15,13
2,65,129,1,1,8722,3,19,2,461,17,7
2,76,152,2,1,10323,3,24,3,461,19,2
2,77,153,1,1,10377,2,24,3,461,20,7
1,7,13,1,2,826,1,2,1,462,3,8
1,9,17,1,2,1111,1,2,3,462,4,3
1,23,45,1,2,3006,1,5,8,462,6,11
1,29,57,1,1,3843,1,3,9,462,8,14
1,42,84,2,1,5675,4,20,2,462,10,7
2,43,85,1,1,5771,4,10,2,462,11,10
2,44,88,2,1,5929,4,10,2,462,12,20
2,47,94,2,2,6369,2,10,9,462,13,8
2,64,127,1,2,8618,3,19,2,462,16,10
2,70,139,1,1,9389,3,22,3,462,18,2
2,72,143,1,1,9716,3,23,8,462,19,5
2,82,163,1,2,11035,3,27,3,462,20,14
2,83,166,2,2,11233,3,20,2,462,21,1
1,4,7,1,2,470,1,20,2,463,2,9
1,13,25,1,2,1652,2,3,5,463,4,11
1,18,35,1,2,2319,2,4,6,463,6,10
1,31,61,1,2,4098,4,3,9,463,10,20
2,55,110,2,1,7346,6,15,5,463,14,7
2,82,164,2,2,11145,3,27,3,463,20,4
2,84,167,1,2,11308,3,20,2,463,21,5
1,36,71,1,1,20107,4,8,8,463,30,3
1,6,11,1,1,710,1,1,3,466,1,11
1,25,49,1,1,3281,4,3,9,466,5,15
1,28,56,2,2,3713,1,6,2,466,7,14
1,38,75,1,1,5081,4,8,8,466,9,17
1,40,79,1,2,5310,4,9,5,466,10,6
1,41,81,1,1,5459,4,3,9,466,11,10
2,44,88,2,1,5937,4,10,2,466,12,18
2,54,107,1,2,7221,6,14,6,466,15,4
1,15,29,1,1,1940,1,3,3,467,2,4
1,23,45,1,2,3034,1,5,8,467,5,6
1,24,47,1,2,3176,3,5,8,467,6,14
1,34,68,2,2,4604,4,7,10,467,8,14
1,35,70,2,1,4754,4,7,10,467,9,12
1,42,83,1,1,5620,4,20,2,467,11,9
2,47,94,2,2,6344,2,10,9,467,12,14
2,57,113,1,1,7627,6,7,12,467,15,9
2,64,128,2,1,8628,3,19,2,467,16,20
1,36,71,1,1,20108,4,8,8,467,30,10
1,1,2,2,1,20,1,1,1,468,1,4
1,8,16,2,2,1063,2,2,1,468,3,3
1,19,37,1,2,2468,2,4,6,468,6,13
1,24,48,2,1,3216,3,5,8,468,8,7
1,31,61,1,1,4088,4,3,9,468,9,8
1,33,65,1,2,4371,4,7,10,468,10,11
1,37,74,2,2,4990,4,8,8,468,11,8
2,46,92,2,2,6199,2,5,9,468,12,3
2,54,107,1,2,7261,6,14,6,468,13,5
2,66,132,2,1,8947,3,21,6,468,16,4
2,73,146,2,1,9880,3,23,8,468,18,2
2,82,163,1,2,11040,3,27,3,468,21,3
1,8,16,2,2,1068,2,2,1,469,2,2
1,15,29,1,2,1963,1,3,3,469,3,8
1,22,43,1,1,2897,1,5,8,469,5,13
1,31,61,1,1,4087,4,3,9,469,8,39
1,40,79,1,1,5351,4,9,5,469,10,11
2,44,88,2,2,5933,4,10,2,469,11,5
2,47,94,2,1,6342,2,10,9,469,12,2
2,53,106,2,1,7185,6,14,6,469,13,14
2,72,143,1,1,9675,3,23,8,469,17,13
1,5,10,2,1,625,1,1,3,470,1,12
1,9,17,1,1,1098,1,2,3,470,2,4
1,20,39,1,2,2601,1,9,7,470,5,21
1,34,67,1,2,4551,4,7,10,470,8,3
2,46,91,1,2,6124,2,5,9,470,12,6
2,64,127,1,1,8598,3,19,2,470,16,7
2,71,141,1,1,9552,3,22,3,470,18,6
2,72,143,1,1,9677,3,23,8,470,19,10
2,73,146,2,1,9907,3,23,8,470,20,9
1,9,17,1,1,1094,1,2,3,471,4,15
1,10,19,1,1,1247,1,2,3,471,5,6
1,25,49,1,1,3313,4,3,9,471,9,30
1,29,58,2,2,3933,1,3,9,471,10,2
1,32,63,1,2,4257,2,7,10,471,11,19
2,52,103,1,1,6962,6,13,6,471,14,17
2,56,111,1,2,7485,6,16,6,471,15,21
2,68,136,2,2,9239,3,22,5,471,18,10
2,83,165,1,1,11189,3,20,2,471,21,13
1,7,14,2,1,935,1,2,1,472,2,3
1,12,24,2,2,1576,1,3,5,472,4,3
2,45,90,2,2,6085,2,5,9,472,12,4
2,60,119,1,1,8067,5,18,6,472,18,15
1,5,9,1,1,589,1,1,3,473,3,7
1,14,27,1,1,1772,1,3,3,473,6,14
1,17,33,1,1,2209,1,9,4,473,7,2
1,20,39,1,2,2598,1,9,7,473,8,7
1,25,49,1,1,3333,4,3,9,473,10,7
1,27,54,2,1,3615,4,6,2,473,11,1
2,43,85,1,1,5745,4,10,2,473,12,8
2,59,117,1,2,7949,5,5,9,473,15,5
2,65,129,1,1,8775,3,19,2,473,16,11
2,76,152,2,1,10288,3,24,3,473,20,1
1,4,8,2,2,464,1,20,2,474,2,1
1,20,40,2,1,2670,1,9,7,474,7,6
2,57,114,2,1,7720,6,7,12,474,12,9
2,67,134,2,1,9094,3,21,6,474,16,3
2,70,139,1,2,9433,3,22,3,474,17,17
2,80,159,1,1,10775,2,27,3,474,19,4
2,84,167,1,1,11306,3,20,2,474,21,10
1,36,72,2,1,20110,4,8,8,474,30,3
1,11,21,1,1,1410,2,9,4,475,3,16
1,18,35,1,2,2363,2,4,6,475,6,14
1,25,49,1,1,3280,4,3,9,475,8,8
2,74,147,1,1,9997,3,24,5,475,17,2
2,78,155,1,2,10545,2,26,2,475,19,4
2,54,108,2,1,7327,6,14,6,476,13,5
2,64,127,1,1,8575,3,19,2,476,15,7
1,6,12,2,2,712,1,1,3,477,1,7
1,11,22,2,1,1439,2,9,4,477,2,4
1,20,40,2,1,2662,1,9,7,477,4,1
1,25,50,2,1,3375,4,3,9,477,5,2
1,26,52,2,2,3506,5,6,2,477,6,5
1,30,59,1,2,3952,5,7,5,477,8,5
1,37,73,1,1,4939,4,8,8,477,9,11
1,42,84,2,1,5696,4,20,2,477,10,7
2,54,108,2,2,7312,6,14,6,477,13,5
2,56,111,1,1,7539,6,16,6,477,14,13
2,64,127,1,1,8623,3,19,2,477,15,12
2,75,149,1,1,10071,3,24,3,477,19,2
2,77,153,1,2,10338,2,24,3,477,20,3
1,12,23,1,1,1542,1,3,5,478,3,3
1,38,75,1,2,5082,4,8,8,478,10,9
2,46,92,2,1,6207,2,5,9,478,13,11
2,76,152,2,1,10296,3,24,3,478,20,1
1,1,2,2,1,86,1,1,1,479,1,4
1,9,18,2,1,1191,1,2,3,479,3,3
1,15,30,2,2,2033,1,3,3,479,4,3
2,46,91,1,1,6165,2,5,9,479,12,4
2,67,133,1,2,9036,3,21,6,479,19,9
1,2,3,1,1,182,1,1,1,480,1,24
1,9,17,1,1,1144,1,2,3,480,2,9
1,14,28,2,1,1902,1,3,3,480,3,8
2,47,94,2,1,6367,2,10,9,480,12,11
1,4,7,1,1,433,1,20,2,481,1,5
1,6,12,2,2,809,1,1,3,481,2,8
1,11,21,1,1,1385,2,9,4,481,3,11
1,13,26,2,2,1759,2,3,5,481,4,15
1,21,41,1,2,2759,1,9,7,481,7,21
1,37,73,1,1,4930,4,8,8,481,8,8
2,47,93,1,2,6270,2,10,9,481,11,27
2,57,114,2,1,7716,6,7,12,481,13,5
2,71,142,2,2,9610,3,22,3,481,16,3
2,72,144,2,1,9765,3,23,8,481,17,6
2,75,149,1,2,10074,3,24,3,481,18,15
2,76,151,1,2,10264,3,24,3,481,19,4
2,82,164,2,1,11139,3,27,3,481,21,2
1,1,2,2,1,130,1,1,1,482,1,2
1,34,68,2,1,4605,4,7,10,482,8,4
1,39,77,1,1,5211,4,8,11,482,10,4
2,45,89,1,2,6021,2,5,9,482,11,5
1,36,71,1,1,20112,4,8,8,482,30,8
1,1,1,1,2,40,1,1,1,483,1,5
1,20,39,1,2,2585,1,9,7,483,7,11
1,21,41,1,1,2794,1,9,7,483,8,16
1,24,47,1,1,3202,3,5,8,483,9,16
1,25,49,1,1,3274,4,3,9,483,10,11
2,52,104,2,1,7042,6,13,6,483,12,8
2,67,134,2,1,9080,3,21,6,483,17,4
2,73,145,1,1,9802,3,23,8,483,19,2
2,76,151,1,2,10223,3,24,3,483,20,9
2,84,167,1,1,11297,3,20,2,483,21,6
1,1,1,1,1,73,1,1,1,484,1,11
1,2,4,2,1,212,1,1,1,484,2,11
1,34,68,2,1,4586,4,7,10,484,10,20
2,60,119,1,2,8029,5,18,6,484,16,20
2,72,143,1,1,9700,3,23,8,484,19,5
1,6,12,2,2,767,1,1,3,485,3,8
1,9,18,2,1,1193,1,2,3,485,5,6
2,67,133,1,1,9013,3,21,6,485,16,17
2,76,152,2,1,10306,3,24,3,485,19,2
1,5,9,1,2,559,1,1,3,486,2,5
1,8,15,1,2,958,2,2,1,486,4,3
1,9,18,2,2,1198,1,2,3,486,5,2
1,12,23,1,2,1544,1,3,5,486,6,5
1,28,55,1,1,3746,1,6,2,486,9,5
1,35,70,2,1,4702,4,7,10,486,10,4
2,57,113,1,2,7689,6,7,12,486,13,19
2,59,118,2,1,7968,5,5,9,486,14,5
2,63,126,2,2,8513,2,19,2,486,15,9
2,65,129,1,1,8768,3,19,2,486,16,4
2,68,136,2,2,9224,3,22,5,486,18,2
1,3,6,2,2,374,1,1,1,487,1,8
1,9,17,1,2,1095,1,2,3,487,2,15
1,19,38,2,1,2519,2,4,6,487,4,15
1,24,48,2,1,3208,3,5,8,487,5,17
1,27,54,2,1,3628,4,6,2,487,7,10
1,35,70,2,1,4717,4,7,10,487,9,2
2,46,91,1,2,6196,2,5,9,487,13,30
2,56,112,2,1,7605,6,16,6,487,14,10
1,5,9,1,1,605,1,1,3,488,2,12
1,8,15,1,1,1005,2,2,1,488,3,26
1,11,22,2,2,1442,2,9,4,488,4,6
1,16,31,1,2,2042,2,3,3,488,5,16
1,22,43,1,1,2931,1,5,8,488,7,17
1,28,55,1,2,3684,1,6,2,488,8,3
1,30,60,2,2,4059,5,7,5,488,9,4
2,61,122,2,1,8254,3,18,6,488,16,3
1,6,11,1,2,736,1,1,3,490,1,12
1,12,24,2,2,1575,1,3,5,490,2,4
1,14,28,2,1,1904,1,3,3,490,3,5
1,15,29,1,1,1951,1,3,3,490,4,16
1,21,41,1,1,2724,1,9,7,490,5,2
1,27,54,2,2,3620,4,6,2,490,7,12
1,34,67,1,1,4537,4,7,10,490,8,12
1,35,69,1,2,4669,4,7,10,490,9,14
1,41,81,1,1,5453,4,3,9,490,11,18
2,43,86,2,1,5814,4,10,2,490,12,28
2,46,91,1,2,6188,2,5,9,490,13,18
2,48,95,1,1,6414,6,10,9,490,14,28
2,54,107,1,1,7272,6,14,6,490,15,10
2,75,150,2,2,10182,3,24,3,490,19,5
2,81,162,2,1,11000,3,27,3,490,21,6
1,3,6,2,1,405,1,1,1,491,1,1
1,25,49,1,1,3301,4,3,9,491,7,2
1,29,58,2,2,3926,1,3,9,491,8,3
2,52,104,2,1,7046,6,13,6,491,13,8
2,72,143,1,2,9682,3,23,8,491,18,2
2,77,153,1,2,10380,2,24,3,491,19,1
2,78,156,2,1,10551,2,26,2,491,20,1
2,81,162,2,1,10988,3,27,3,491,21,1
1,11,22,2,2,1454,2,9,4,492,2,5
1,14,27,1,1,1776,1,3,3,492,4,7
1,32,63,1,2,4258,2,7,10,492,7,3
1,39,78,2,2,5274,4,8,11,492,10,9
2,43,86,2,2,5808,4,10,2,492,11,18
1,5,10,2,1,604,1,1,3,493,1,10
2,50,99,1,2,6685,6,12,6,493,12,19
2,53,105,1,2,7093,6,14,6,493,14,12
2,55,109,1,1,7358,6,15,5,493,15,6
2,71,141,1,1,9547,3,22,3,493,17,10
2,79,158,2,1,10735,2,26,2,493,19,2
2,82,164,2,1,11101,3,27,3,493,21,1
1,36,72,2,1,20115,4,8,8,493,30,4
1,4,8,2,1,512,1,20,2,494,1,3
1,20,39,1,2,2605,1,9,7,494,5,6
1,30,60,2,1,4033,5,7,5,494,8,10
2,44,88,2,1,5962,4,10,2,494,11,7
2,76,152,2,1,10232,3,24,3,494,19,3
1,4,8,2,1,531,1,20,2,495,1,2
1,9,18,2,1,1123,1,2,3,495,2,5
1,10,19,1,1,1240,1,2,3,495,3,21
1,37,73,1,2,4948,4,8,8,495,10,11
2,43,86,2,1,5740,4,10,2,495,12,19
2,45,89,1,2,5992,2,5,9,495,13,17
2,54,107,1,1,7283,6,14,6,495,16,15
1,5,9,1,2,545,1,1,3,496,1,8
1,8,16,2,2,1033,2,2,1,496,2,4
1,11,22,2,2,1496,2,9,4,496,3,6
1,12,23,1,1,1545,1,3,5,496,4,5
1,15,30,2,1,1999,1,3,3,496,5,4
1,16,31,1,2,2115,2,3,3,496,6,8
1,17,34,2,1,2297,1,9,4,496,7,7
1,27,53,1,1,3592,4,6,2,496,8,13
2,49,97,1,1,6583,6,12,6,496,12,23
2,54,108,2,2,7314,6,14,6,496,15,2
2,64,127,1,1,8584,3,19,2,496,18,22
2,82,164,2,2,11023,3,27,3,496,21,2
1,7,14,2,1,941,1,2,1,497,2,1
1,8,16,2,1,1056,2,2,1,497,3,8
1,24,47,1,2,3149,3,5,8,497,5,19
1,30,60,2,2,4028,5,7,5,497,7,9
1,40,80,2,1,5397,4,9,5,497,9,7
1,41,82,2,1,5497,4,3,9,497,10,6
2,43,86,2,1,5822,4,10,2,497,11,11
2,55,109,1,1,7381,6,15,5,497,15,13
2,60,120,2,2,8111,5,18,6,497,16,19
1,11,21,1,1,1411,2,9,4,500,3,11
1,19,38,2,1,2571,2,4,6,500,4,8
1,35,70,2,1,4708,4,7,10,500,9,6
2,43,86,2,1,5834,4,10,2,500,11,18
2,55,109,1,2,7384,6,15,5,500,12,15
2,69,138,2,2,9338,3,14,13,500,16,2
2,70,140,2,1,9488,3,22,3,500,17,5
2,74,147,1,2,9954,3,24,5,500,18,5
2,75,149,1,1,10137,3,24,3,500,19,10
1,6,11,1,1,724,1,1,3,501,3,13
2,46,92,2,1,6225,2,5,9,501,12,2
1,6,11,1,1,701,1,1,3,504,1,19
1,16,32,2,1,2145,2,3,3,504,2,31
1,21,41,1,1,2788,1,9,7,504,4,22
1,23,46,2,2,3094,1,5,8,504,6,15
2,77,153,1,1,10364,2,24,3,504,19,27
2,80,159,1,2,10816,2,27,3,504,20,13
1,27,54,2,1,3671,4,6,2,508,6,5
1,28,55,1,2,3712,1,6,2,508,7,13
1,34,68,2,1,4592,4,7,10,508,9,5
1,29,57,1,1,3823,1,3,9,509,8,19
1,40,80,2,1,5420,4,9,5,509,10,15
2,49,98,2,1,6632,6,12,6,509,13,11
1,1,1,1,1,23,1,1,1,510,1,18
1,4,8,2,1,499,1,20,2,510,2,6
1,16,31,1,1,2083,2,3,3,510,3,14
1,17,33,1,1,2188,1,9,4,510,4,20
1,27,53,1,1,3605,4,6,2,510,7,20
1,30,59,1,1,3955,5,7,5,510,8,9
1,33,65,1,1,4386,4,7,10,510,9,25
2,43,85,1,1,5717,4,10,2,510,12,35
2,55,110,2,1,7400,6,15,5,510,14,18
1,9,18,2,1,1190,1,2,3,511,3,5
1,11,21,1,2,1405,2,9,4,511,5,14
2,52,104,2,1,7071,6,13,6,511,14,15
1,2,4,2,1,253,1,1,1,513,1,2
1,21,41,1,1,2777,1,9,7,513,4,7
1,23,46,2,2,3010,1,5,8,513,5,4
1,34,68,2,2,4613,4,7,10,513,9,11
2,46,91,1,1,6122,2,5,9,513,12,23
2,54,107,1,1,7210,6,14,6,513,14,14
2,68,135,1,1,9134,3,22,5,513,16,19
2,83,166,2,1,11231,3,20,2,513,21,7
1,36,71,1,1,20119,4,8,8,513,30,23
1,7,14,2,2,884,1,2,1,514,2,1
1,24,47,1,2,3129,3,5,8,514,3,10
1,28,56,2,1,3752,1,6,2,514,7,7
1,34,67,1,1,4494,4,7,10,514,9,27
2,55,109,1,2,7357,6,15,5,514,12,22
2,59,118,2,1,7994,5,5,9,514,13,8
2,70,139,1,1,9440,3,22,3,514,15,5
2,77,154,2,1,10446,2,24,3,514,19,2
2,79,157,1,1,10658,2,26,2,514,20,15
1,5,9,1,1,583,1,1,3,515,2,27
1,6,11,1,1,751,1,1,3,515,3,25
1,26,52,2,2,3429,5,6,2,515,8,2
2,72,143,1,1,9687,3,23,8,515,18,30
2,84,168,2,2,11388,3,20,2,515,21,5
1,11,22,2,1,1453,2,9,4,516,4,22
1,30,60,2,2,4060,5,7,5,516,8,6
1,32,64,2,1,4264,2,7,10,516,9,8
2,43,86,2,2,5823,4,10,2,516,12,26
2,59,118,2,2,7986,5,5,9,516,18,7
1,5,9,1,1,552,1,1,3,517,2,14
1,12,24,2,2,1597,1,3,5,517,3,10
1,17,34,2,1,2181,1,9,4,517,4,6
1,28,56,2,2,3802,1,6,2,517,7,7
1,30,60,2,1,4044,5,7,5,517,8,9
1,35,69,1,1,4658,4,7,10,517,10,13
1,40,79,1,1,5330,4,9,5,517,11,19
2,52,104,2,1,7028,6,13,6,517,12,18
2,61,122,2,2,8268,3,18,6,517,14,15
1,1,2,2,1,129,1,1,1,520,1,5
1,3,6,2,1,377,1,1,1,520,2,5
1,6,12,2,2,814,1,1,3,520,3,8
1,9,18,2,2,1197,1,2,3,520,4,14
1,15,30,2,2,2012,1,3,3,520,7,6
1,33,65,1,2,4428,4,7,10,520,9,10
1,40,80,2,1,5426,4,9,5,520,10,21
1,41,81,1,2,5509,4,3,9,520,11,25
2,46,92,2,2,6244,2,5,9,520,12,5
1,4,8,2,2,494,1,20,2,522,1,3
1,15,29,1,1,1906,1,3,3,522,4,11
1,38,76,2,2,5156,4,8,8,522,10,4
2,53,106,2,1,7186,6,14,6,522,15,16
1,15,30,2,2,2010,1,3,3,524,6,8
1,42,83,1,1,5605,4,20,2,524,11,12
2,58,115,1,1,7784,5,17,6,524,15,13
2,67,133,1,1,9045,3,21,6,524,18,28
2,77,153,1,1,10358,2,24,3,524,19,6
2,79,158,2,2,10737,2,26,2,524,21,4
1,23,45,1,1,3068,1,5,8,528,6,10
1,30,59,1,1,3984,5,7,5,528,8,4
2,48,95,1,1,6427,6,10,9,528,11,13
2,58,115,1,1,7821,5,17,6,528,13,13
2,60,119,1,1,8083,5,18,6,528,15,7
2,77,153,1,1,10392,2,24,3,528,19,3
1,7,13,1,1,879,1,2,1,529,2,1
1,18,35,1,1,2350,2,4,6,529,7,18
1,35,69,1,1,4684,4,7,10,529,9,8
2,46,92,2,1,6229,2,5,9,529,11,4
2,47,93,1,1,6274,2,10,9,529,12,5
2,72,143,1,1,9704,3,23,8,529,14,3
2,81,161,1,1,10946,3,27,3,529,18,1
1,9,17,1,1,1140,1,2,3,530,1,25
1,13,25,1,2,1684,2,3,5,530,2,20
1,15,29,1,2,1933,1,3,3,530,3,11
1,24,47,1,2,3133,3,5,8,530,4,9
1,28,55,1,1,3738,1,6,2,530,5,7
1,29,57,1,1,3845,1,3,9,530,6,10
1,40,79,1,1,5342,4,9,5,530,9,13
1,41,81,1,1,5446,4,3,9,530,10,18
2,44,88,2,1,5881,4,10,2,530,11,15
2,49,97,1,1,6602,6,12,6,530,12,20
2,66,131,1,1,8892,3,21,6,530,16,22
2,74,147,1,1,9955,3,24,5,530,17,16
2,79,157,1,1,10645,2,26,2,530,19,10
2,80,159,1,1,10808,2,27,3,530,20,11
1,29,57,1,1,3866,1,3,9,531,8,6
1,40,79,1,1,5377,4,9,5,531,10,10
1,27,53,1,1,3575,4,6,2,532,5,18
2,44,87,1,1,5885,4,10,2,532,11,32
2,54,107,1,1,7213,6,14,6,532,13,20
2,71,141,1,1,9546,3,22,3,532,15,16
2,72,143,1,1,9696,3,23,8,532,16,13
2,83,165,1,1,11153,3,20,2,532,20,10
1,15,29,1,1,1947,1,3,3,533,5,9
