Date,Quantity
2022-03-31,0
2022-04-08,1
2022-04-09,0
2022-04-10,0
2022-04-11,0
2022-04-12,1
2022-04-13,1
2022-04-14,0
2022-04-15,1
2022-04-16,1
2022-04-18,0
2022-04-20,1
2022-04-22,1
2022-04-26,1
2022-04-28,1
2022-04-30,1
2022-05-02,1
2022-05-04,1
2022-05-07,1
2022-05-10,1
2022-05-11,1
2022-05-12,1
2022-05-13,1
2022-05-14,1
2022-05-16,1
2022-05-18,1
2022-05-20,1
2022-05-24,1
2022-05-26,1
2022-05-28,1
2022-05-30,1
2022-06-01,1
2022-06-06,1
2022-06-08,1
